state,year,gdp
Tennessee,2014,321901.8
Texas,2014,1600325.2
Utah,2014,156475.2
Vermont,2014,32060
Virginia,2014,506385.4
Washington,2014,453714.2
West Virginia,2014,74776.8
Wisconsin,2014,306005.1
Wyoming,2014,44321
New England,2014,1022718.6
Mideast,2014,3424109.5
Great Lakes,2014,2589271.4
Plains,2014,1242375.9
Southeast,2014,4061596
Southwest,2014,2166995.8
Rocky Mountain,2014,651473.4
Far West,2014,3350352
Alabama,2015,208950.3
Alaska,2015,53681.1
Arizona,2015,308582.8
Arkansas,2015,121532.5
California,2015,2558550.9
Colorado,2015,338144.1
Connecticut,2015,270633.2
Delaware,2015,77376.6
District of Columbia,2015,135967.6
Florida,2015,1001550.8
Georgia,2015,548489.1
Hawaii,2015,85614.9
Idaho,2015,70542.4
Illinois,2015,798031.7
Indiana,2015,346850.7
Iowa,2015,172922.3
Kansas,2015,159627.5
Kentucky,2015,202302.2
Louisiana,2015,235732.1
Maine,2015,62748.2
Maryland,2015,387140.4
Massachusetts,2015,528641.5
Michigan,2015,499525.6
Minnesota,2015,350257.6
Mississippi,2015,109355.2
Missouri,2015,326960.5
Montana,2015,47960.2
Nebraska,2015,115163.5
Nevada,2015,172283.4
New Hampshire,2015,81804.5
New Jersey,2015,603565.4
New Mexico,2015,88915.2
New York,2015,1636284.1
North Carolina,2015,550302.5
North Dakota,2015,53205.2
Ohio,2015,615152
Oklahoma,2015,173004.9
Oregon,2015,213600.7
Pennsylvania,2015,727094
Rhode Island,2015,60341.2
South Carolina,2015,212727.8
South Dakota,2015,49230.7
Tennessee,2015,332219.7
Texas,2015,1605330.1
Utah,2015,163765.1
Vermont,2015,32497
Virginia,2015,518881
Washington,2015,482024.1
West Virginia,2015,73539
Wisconsin,2015,313437.3
Wyoming,2015,41961.4
New England,2015,1057077.9
Mideast,2015,3524941.3
Great Lakes,2015,2666997.3
Plains,2015,1273644.5
Southeast,2015,4171815.1
Southwest,2015,2209733
Rocky Mountain,2015,681813.4
Far West,2015,3502220.5
Alabama,2016,212862.8
Alaska,2016,53463.9
Arizona,2016,319008.4
Arkansas,2016,123034.9
California,2016,2631584
Colorado,2016,350567.8
Connecticut,2016,270525.6
Delaware,2016,77771.7
District of Columbia,2016,140220.5
Florida,2016,1041935.5
Georgia,2016,573041.5
Hawaii,2016,87817.4
Idaho,2016,73812.2
Illinois,2016,801552.7
Indiana,2016,351543.8
Iowa,2016,174824.2
Kansas,2016,160357.7
Kentucky,2016,206771
Louisiana,2016,233512.4
Maine,2016,64434.7
Maryland,2016,396001
Massachusetts,2016,549554.4
Michigan,2016,513076
Minnesota,2016,359306.9
Mississippi,2016,110825.1
Missouri,2016,334187.9
Montana,2016,48825.2
Nebraska,2016,115456.9
Nevada,2016,181180.3
New Hampshire,2016,84655.7
New Jersey,2016,614343.8
New Mexico,2016,88132.8
New York,2016,1678170.8
North Carolina,2016,564757.2
North Dakota,2016,51564
Ohio,2016,625895.8
Oklahoma,2016,172088.1
Oregon,2016,225010.5
Pennsylvania,2016,742194.2
Rhode Island,2016,61958.8
South Carolina,2016,218683.8
South Dakota,2016,49940.8
Tennessee,2016,343603
Texas,2016,1605370.2
Utah,2016,171701.3
Vermont,2016,32747.3
Virginia,2016,530188
Washington,2016,510931.3
West Virginia,2016,72545.9
Wisconsin,2016,319409.1
Wyoming,2016,40615.1
New England,2016,1087405
Mideast,2016,3590520.2
Great Lakes,2016,2740078.2
Plains,2016,1284488.1
Southeast,2016,4269809.7
Southwest,2016,2234087.6
Rocky Mountain,2016,701804.4
Far West,2016,3685368.6
Alabama,2017,216615.5
Alaska,2017,53550.9
Arizona,2017,333099
Arkansas,2017,123882.6
California,2017,2728254.8
Colorado,2017,363402.7
Connecticut,2017,273760.1
Delaware,2017,79177.3
District of Columbia,2017,143899.6
Florida,2017,1093282.8
Georgia,2017,594833.8
Hawaii,2017,89675.2
Idaho,2017,77239.3
Illinois,2017,819777.6
Indiana,2017,358700.5
Iowa,2017,177114.7
Kansas,2017,163044.2
Kentucky,2017,213897.6
Louisiana,2017,238562.9
Maine,2017,66512.2
Maryland,2017,408375.4
Massachusetts,2017,570764.5
Michigan,2017,525712.9
Minnesota,2017,370773
Mississippi,2017,112634
Missouri,2017,343825.8
Montana,2017,50882.4
Nebraska,2017,117972.1
Nevada,2017,192135.2
New Hampshire,2017,87799.4
New Jersey,2017,633912.8
New Mexico,2017,90113.8
New York,2017,1739109.1
North Carolina,2017,587422.5
North Dakota,2017,52213.9
Ohio,2017,640984.7
Oklahoma,2017,175653
Oregon,2017,237583.5
Pennsylvania,2017,761917.4
Rhode Island,2017,64197.6
South Carolina,2017,227568.2
South Dakota,2017,50811
Tennessee,2017,352358.3
Texas,2017,1681938.4
Utah,2017,180554.4
Vermont,2017,33391.8
Virginia,2017,548545.9
Washington,2017,542940.6
West Virginia,2017,74116.8
Wisconsin,2017,328406.8
Wyoming,2017,40656.7
New England,2017,1129994.4
Mideast,2017,3685414.9
Great Lakes,2017,2814832.5
Plains,2017,1316532.7
Southeast,2017,4400595.6
Southwest,2017,2340578.1
Rocky Mountain,2017,737493.4
Far West,2017,3886561.4
Alabama,2018,220808.8
Alaska,2018,52479.6
Arizona,2018,346398.3
Arkansas,2018,126371.2
California,2018,2841444.2
Colorado,2018,382607.7
Connecticut,2018,280806.9
Delaware,2018,80637.3
District of Columbia,2018,148281.3
Florida,2018,1148810
Georgia,2018,619864.8
Hawaii,2018,91325.2
Idaho,2018,80786.1
Illinois,2018,842429.6
Indiana,2018,370390.8
Iowa,2018,181284.1
Kansas,2018,166300.9
Kentucky,2018,220796.8
Louisiana,2018,245785.1
Maine,2018,69074.8
Maryland,2018,421342.3
Massachusetts,2018,594247.1
Michigan,2018,541604.2
Minnesota,2018,386560.9
Mississippi,2018,115167.3
Missouri,2018,354397.6
Montana,2018,52972.1
Nebraska,2018,120281.2
Nevada,2018,202573.5
New Hampshire,2018,91218.4
New Jersey,2018,655903
New Mexico,2018,92019.8
New York,2018,1799299.7
North Carolina,2018,610010.5
North Dakota,2018,54659.2
Ohio,2018,660503.7
Oklahoma,2018,182606.5
Oregon,2018,248422.3
Pennsylvania,2018,784610.1
Rhode Island,2018,66827.2
South Carolina,2018,235338.2
South Dakota,2018,52321.4
Tennessee,2018,366838.6
Texas,2018,1803738.9
Utah,2018,190479.5
Vermont,2018,33816.6
Virginia,2018,565431.1
Washington,2018,574636.5
West Virginia,2018,76595.6
Wisconsin,2018,336340.5
Wyoming,2018,42672.4
New England,2018,1172825.7
Mideast,2018,3810151.7
Great Lakes,2018,2908851.6
Plains,2018,1355173.8
Southeast,2018,4589252.8
Southwest,2018,2524757.2
Rocky Mountain,2018,771746.2
Far West,2018,4092280.9
Alabama,2019,225272.8
Alaska,2019,52377.5
Arizona,2019,359576.7
Arkansas,2019,127220
California,2019,2955561.7
Colorado,2019,396791.9
Connecticut,2019,285093
Delaware,2019,82976
District of Columbia,2019,150493.7
Florida,2019,1202353.1
Georgia,2019,644682.3
Hawaii,2019,92644
Idaho,2019,85068.7
Illinois,2019,865064
Indiana,2019,378954.1
Iowa,2019,183863.3
Kansas,2019,170001.3
Kentucky,2019,224734.7
Louisiana,2019,252873.7
Maine,2019,70921.8
Maryland,2019,433433.8
Massachusetts,2019,615124.6
Michigan,2019,556485.4
Minnesota,2019,400192.5
Mississippi,2019,116812.3
Missouri,2019,361661.3
Montana,2019,55137.9
Nebraska,2019,122394
Nevada,2019,211242
New Hampshire,2019,93627.4
New Jersey,2019,670732.1
New Mexico,2019,93309.4
New York,2019,1854486.2
North Carolina,2019,634024.9
North Dakota,2019,56985.4
Ohio,2019,678330.4
Oklahoma,2019,188836.8
Oregon,2019,258954.5
Pennsylvania,2019,808803.9
Rhode Island,2019,68323.5
South Carolina,2019,242045.3
South Dakota,2019,53123.6
Tennessee,2019,383561.4
Texas,2019,1888981.1
Utah,2019,202798.5
Vermont,2019,34360.2
Virginia,2019,584555.2
Washington,2019,611488.7
West Virginia,2019,77693.3
Wisconsin,2019,343004.9
Wyoming,2019,42557
New England,2019,1207604.8
Mideast,2019,3928126
Great Lakes,2019,2983734.2
Plains,2019,1393668.7
Southeast,2019,4771032.1
Southwest,2019,2631584
Rocky Mountain,2019,807207.5
Far West,2019,4311915
Alabama,2020,223025.5
Alaska,2020,50901.3
Arizona,2020,366588
Arkansas,2020,128395.6
California,2020,2962304.5
Colorado,2020,394998.4
Connecticut,2020,283287.9
Delaware,2020,83220
District of Columbia,2020,150537.1
Florida,2020,1199587.2
Georgia,2020,642230.1
Hawaii,2020,81014.2
Idaho,2020,88339.2
Illinois,2020,854199.7
Indiana,2020,373427.6
Iowa,2020,182283.4
Kansas,2020,169542.4
Kentucky,2020,222855.9
Louisiana,2020,250485.4
Maine,2020,70701.3
Maryland,2020,432658.8
Massachusetts,2020,601270.8
Michigan,2020,535092.3
Minnesota,2020,392801.3
Mississippi,2020,117565.3
Missouri,2020,359301.7
Montana,2020,56708.2
Nebraska,2020,121706.7
Nevada,2020,197025.7
New Hampshire,2020,92987.8
New Jersey,2020,667498.4
New Mexico,2020,93392.2
New York,2020,1798835.8
North Carolina,2020,629898.3
North Dakota,2020,55193.3
Ohio,2020,662450.4
Oklahoma,2020,184499.7
Oregon,2020,259160
Pennsylvania,2020,782136.9
Rhode Island,2020,67732.3
South Carolina,2020,238555.2
South Dakota,2020,52219.8
Tennessee,2020,378414.2
Texas,2020,1850388.9
Utah,2020,207212.4
Vermont,2020,33917.4
Virginia,2020,578038.5
Washington,2020,627446.8
West Virginia,2020,77292
Wisconsin,2020,336495.2
Wyoming,2020,40974.8
New England,2020,1184768.1
Mideast,2020,3873455.5
Great Lakes,2020,2824045.3
Plains,2020,1365315.6
Southeast,2020,4739572.7
Southwest,2020,2605809.5
Rocky Mountain,2020,808593.5
Far West,2020,4327702.3
Alabama,2021,233951.1
Alaska,2021,51764
Arizona,2021,396457.5
Arkansas,2021,137634.8
California,2021,3180425.2
Colorado,2021,430154.5
Connecticut,2021,298517.2
Delaware,2021,87401.8
District of Columbia,2021,155169.5
Florida,2021,1292021.2
Georgia,2021,684992.4
Hawaii,2021,88556.7
Idaho,2021,97120.6
Illinois,2021,906566.2
Indiana,2021,392576.7
Iowa,2021,192137.9
Kansas,2021,179979.8
Kentucky,2021,241437.2
Louisiana,2021,268593.6
Maine,2021,74542.4
Maryland,2021,458022.4
Massachusetts,2021,652875.9
Michigan,2021,570020.9
Minnesota,2021,418525.5
Mississippi,2021,123880.8
Missouri,2021,379963.7
Montana,2021,61793.6
Nebraska,2021,128527.7
Nevada,2021,217112.5
New Hampshire,2021,99912.8
New Jersey,2021,714771.6
New Mexico,2021,100155.7
New York,2021,1894411.3
North Carolina,2021,682252.7
North Dakota,2021,57404.9
Ohio,2021,698886.9
Oklahoma,2021,197361.3
Oregon,2021,273767.1
Pennsylvania,2021,833957.5
Rhode Island,2021,72171.7
South Carolina,2021,257675.2
South Dakota,2021,56674.9
Tennessee,2021,414328.7
Texas,2021,2001569.2
Utah,2021,223851.6
Vermont,2021,35790.2
Virginia,2021,607865.7
Washington,2021,672439.4
West Virginia,2021,81119.5
Wisconsin,2021,353982.9
Wyoming,2021,43860.8
New England,2021,1280808
Mideast,2021,4079469.8
Great Lakes,2021,3042031.5
Plains,2021,1460515.5
Southeast,2021,5073995.6
Southwest,2021,2808144.3
Rocky Mountain,2021,878939.6
Far West,2021,4557343.8
Alabama,2022,239846.6
Alaska,2022,50509.1
Arizona,2022,413798.8
Arkansas,2022,138672
California,2022,3278566.2
Colorado,2022,442754.7
Connecticut,2022,306075.7
Delaware,2022,90040.6
District of Columbia,2022,159679.5
Florida,2022,1355938.6
Georgia,2022,709774.2
Hawaii,2022,91264.4
Idaho,2022,100140.6
Illinois,2022,925340.5
Indiana,2022,400518.3
Iowa,2022,197073.4
Kansas,2022,185458.5
Kentucky,2022,250462.6
Louisiana,2022,277258.9
Maine,2022,76707
Maryland,2022,467269.8
Massachusetts,2022,668383.5
Michigan,2022,585324.9
Minnesota,2022,431105.7
Mississippi,2022,126042
Missouri,2022,390234.3
Montana,2022,64205.1
Nebraska,2022,131590.2
Nevada,2022,226844.7
New Hampshire,2022,103597.1
New Jersey,2022,735399.7
New Mexico,2022,102555.7
New York,2022,1945116.8
North Carolina,2022,708061.9
North Dakota,2022,59378
Ohio,2022,717757.2
Oklahoma,2022,204616.4
Oregon,2022,284131.6
Pennsylvania,2022,845922.9
Rhode Island,2022,74600
South Carolina,2022,266613.5
South Dakota,2022,59196.5
Tennessee,2022,427749.6
Texas,2022,2089408
Utah,2022,234812.5
Vermont,2022,36712.5
Virginia,2022,624197.8
Washington,2022,692135
West Virginia,2022,84084.7
Wisconsin,2022,360216.7
Wyoming,2022,46675.2
New England,2022,1319077.9
Mideast,2022,4143464.7
Great Lakes,2022,3114950.4
Plains,2022,1502015.7
Southeast,2022,5250438.3
Southwest,2022,2910381
Rocky Mountain,2022,917997.7
Far West,2022,4684949.7
Alabama,2023,248313.7
Alaska,2023,54183.8
Arizona,2023,427644
Arkansas,2023,141968
California,2023,3418196.2
Colorado,2023,463836.7
Connecticut,2023,313364.6
Delaware,2023,94480.9
District of Columbia,2023,164808.8
Florida,2023,1434313.7
Georgia,2023,733732
Hawaii,2023,93946.3
Idaho,2023,103362.4
Illinois,2023,950341.2
Indiana,2023,410196.3
Iowa,2023,202685.2
Kansas,2023,191754.7
Kentucky,2023,258957.5
Louisiana,2023,285375.9
Maine,2023,79203
Maryland,2023,485603.9
Massachusetts,2023,695420.7
Michigan,2023,605739
Minnesota,2023,446049.2
Mississippi,2023,129202.9
Missouri,2023,401878.5
Montana,2023,66579.9
Nebraska,2023,136274.6
Nevada,2023,237599.3
New Hampshire,2023,107382.9
New Jersey,2023,767078.6
New Mexico,2023,106517.9
New York,2023,1999905.7
North Carolina,2023,738150.3
North Dakota,2023,62228.3
Ohio,2023,739958
Oklahoma,2023,212727
Oregon,2023,293931.1
Pennsylvania,2023,873535.1
Rhode Island,2023,77699.2
South Carolina,2023,275822.4
South Dakota,2023,61285.3
Tennessee,2023,445358.3
Texas,2023,2186985.9
Utah,2023,245203.2
Vermont,2023,38083.5
Virginia,2023,640989.2
Washington,2023,719601.7
West Virginia,2023,86576.9
Wisconsin,2023,371725.1
Wyoming,2023,48825.2
New England,2023,1366151.7
Mideast,2023,4250917.8
Great Lakes,2023,3197775.2
Plains,2023,1555776.4
Southeast,2023,5462089
Southwest,2023,3035652.8
Rocky Mountain,2023,962007.4
Far West,2023,4901007
Alabama,2024,255629.4
Alaska,2024,55945.7
Arizona,2024,446968.2
Arkansas,2024,147389.9
California,2024,3540982.1
Colorado,2024,484832.2
Connecticut,2024,321727.6
Delaware,2024,98007.7
District of Columbia,2024,168537.9
Florida,2024,1498642.7
Georgia,2024,760596.1
Hawaii,2024,96590.3
Idaho,2024,106969.8
Illinois,2024,973562.6
Indiana,2024,422961.4
Iowa,2024,208081.7
Kansas,2024,197305.8
Kentucky,2024,267448.2
Louisiana,2024,293774.2
Maine,2024,81878.5
Maryland,2024,500424.3
Massachusetts,2024,723377.9
Michigan,2024,625032.5
Minnesota,2024,463814.7
Mississippi,2024,133486.2
Missouri,2024,414264.4
Montana,2024,69074.8
Nebraska,2024,141366.5
Nevada,2024,249117.8
New Hampshire,2024,111162.7
New Jersey,2024,796677.2
New Mexico,2024,110023.6
New York,2024,2056345.1
North Carolina,2024,766649.3
North Dakota,2024,64601.7
Ohio,2024,763870.7
Oklahoma,2024,221193.3
Oregon,2024,304415.7
Pennsylvania,2024,901131.6
Rhode Island,2024,80637.3
South Carolina,2024,285311.2
South Dakota,2024,63504.6
Tennessee,2024,464878.3
Texas,2024,2275713.8
Utah,2024,257523.6
Vermont,2024,39485.4
Virginia,2024,660307.7
Washington,2024,747514.9
West Virginia,2024,89156.4
Wisconsin,2024,383188.4
Wyoming,2024,50800.7
New England,2024,1416751.7
Mideast,2024,4355088
Great Lakes,2024,3284039.4
Plains,2024,1602737.5
Southeast,2024,5679502.8
Southwest,2024,3163777.4
Rocky Mountain,2024,1006517.2
Far West,2024,5109012.3
