state,year,total_crimes,property,property_burglary,violent,violent_assault,violent_murder,violent_rape,violant_robbery
Colorado,2005,4438,4041,745.1,397,264.9,3.7,43.4,84.7
Colorado,2006,3833.8,3438.4,681.9,395.4,265.9,3.6,45.4,80.4
Colorado,2007,3351,2999.2,589,351.8,234.7,3.2,42.7,71.2
Colorado,2008,3174.9,2821,568,353.9,238.1,3.3,43.5,68.9
Colorado,2009,3009.5,2670.7,530.1,338.8,223.4,3.2,45.2,67.1
Colorado,2010,2998.2,2674.5,519,323.7,214.3,2.6,44.2,62.7
Colorado,2011,2909.7,2595.3,502.8,314.4,202.2,3,44.7,64.5
Colorado,2012,2993.6,2684.7,504.2,308.9,199.6,3.1,40.7,65.4
Colorado,2013,2966.5,2658.5,476.1,308,189.1,3.4,55.7,59.8
Colorado,2014,2839.2,2530.1,438.2,309.1,192.8,2.8,56.7,56.7
Colorado,2015,2962.5,2641.5,429.8,321,197.2,3.2,59.7,60.9
Colorado,2016,3083.3,2740.7,431.4,342.6,211.1,3.7,64.2,63.7
Colorado,2017,3069.7,2701.6,406.9,368.1,226.9,3.9,68.8,68.4
Colorado,2018,3068.8,2671.6,375.2,397.2,255.4,3.7,71.5,66.7
Colorado,2019,2971.7,2590.7,348.4,381,246.3,3.8,67.2,63.6
Connecticut,1960,1156.5,1119.9,333.4,36.6,21.6,1.6,4.1,9.3
Connecticut,1961,1244.7,1211.1,364.4,33.6,21.1,1,2.4,9.1
Connecticut,1962,1337.5,1301.4,395,36.1,21.8,1.3,3.1,9.9
Connecticut,1963,1577.1,1532.4,470.9,44.7,25.9,1.8,3.3,13.7
Connecticut,1964,1806.1,1742,531.9,64.1,41.9,1.8,5.5,15
Connecticut,1965,1834.5,1764.8,563.5,69.7,43.5,1.6,5.2,19.3
Connecticut,1966,1982.2,1907.6,616.6,74.6,45.8,2,6,20.9
Connecticut,1967,2281.3,2185.4,751.7,95.9,55.7,2.4,5.6,32.2
Connecticut,1968,2890.4,2761.1,964.4,129.3,73.7,2.5,8,45
Connecticut,1969,3225.5,3078.3,987.5,147.2,79.1,2.9,8.7,56.5
Connecticut,1970,3489.4,3319,1084.2,170.4,87.4,3.5,9.1,70.4
Connecticut,1971,3646.2,3452.5,1067.3,193.7,95.5,3.1,11.9,83.2
Connecticut,1972,3403.1,3203.9,956.8,199.2,107.9,3.2,8.9,79.1
Connecticut,1973,3664.4,3455.7,1029.3,208.7,110.1,3.3,11.1,84.2
Connecticut,1974,4406.9,4178.8,1353.9,228.1,121.4,3.3,11.2,92.3
Connecticut,1975,4957,4688.6,1512.6,268.4,120.6,3.9,12.4,131.5
Connecticut,1976,5004.6,4731.4,1383.9,273.2,132.8,3.1,14.4,122.9
Connecticut,1977,4842.1,4559.8,1346,282.3,131.8,4.2,16.8,129.5
Connecticut,1978,4929.5,4614.5,1362,315,138.8,4.2,17.2,154.8
Connecticut,1979,5779.6,5365.4,1548.3,414.2,192.6,4.2,24.1,193.3
Connecticut,1980,5881.7,5469.2,1700.6,412.5,168.1,4.7,21.6,218
Connecticut,1981,5837.3,5389.2,1691.9,448.1,174.6,5.4,21.9,246.1
Connecticut,1982,5427.5,5028,1410.8,399.5,163.9,5.2,21.9,208.5
Connecticut,1983,4977.8,4602.8,1274.3,375,150.3,4.1,20,200.6
Connecticut,1984,4628.8,4235,1128.9,393.8,175.4,3.9,24.1,190.5
Connecticut,1985,4704.8,4302.8,1135.5,402,184.1,3.8,24,190
Connecticut,1986,4828.8,4403,1197.6,425.8,205.1,4.6,23.8,192.2
Connecticut,1987,4995.7,4576.7,1218.3,419,211.1,4.9,24.9,178.1
Connecticut,1988,5097.6,4642.2,1218,455.4,236.2,5.4,26.2,187.6
Connecticut,1989,5270,4758.2,1236,511.8,263.6,5.9,27.5,214.8
Connecticut,1990,5386.7,4833,1227.7,553.7,286,5.1,27.9,234.8
Connecticut,1991,5364.1,4824.4,1191.1,539.7,280.5,5.7,29.2,224.4
Connecticut,1992,5052.9,4557.6,1108.6,495.3,252.5,5.1,26.9,210.9
Connecticut,1993,4650.4,4194.2,978.1,456.2,228.7,6.3,24.4,196.7
Connecticut,1994,4548,4092.5,889.8,455.5,236.5,6.6,24.6,187.8
Connecticut,1995,4503.2,4097.3,888.4,405.9,214.4,4.6,23.7,163.2
Connecticut,1996,4227.6,3815.6,842.2,412,214.6,4.8,23.1,169.6
Connecticut,1997,3984.3,3593.4,738.3,390.9,211.6,3.8,22.6,152.9
Connecticut,1998,3786.5,3420.2,665.9,366.3,206.2,4.1,22.2,133.8
Connecticut,1999,3389.3,3043.7,588,345.6,198.9,3.3,19.9,123.5
Connecticut,2000,3232.7,2908,512,324.7,189.4,2.9,19.9,112.5
Connecticut,2001,3109.3,2774.7,499.6,334.6,191.1,3.1,18.6,121.8
Connecticut,2002,3013.8,2701.3,494.7,312.5,171,2.4,21.4,117.6
Connecticut,2003,2983.3,2666.5,460.1,316.8,172.7,3.2,20,120.8
Connecticut,2004,2973.9,2684.9,456.1,289,144.9,2.9,21.6,119.7
Connecticut,2005,2852,2579,435.5,273,136.9,3,20.3,112.3
Connecticut,2006,2885.8,2586.1,444.6,299.7,148.7,3.9,19.9,127.3
Connecticut,2007,2771.7,2470.6,446.6,301.1,155.4,3.2,19.7,122.9
Connecticut,2008,2797.5,2490.8,431.5,306.7,168,3.8,19.4,115.5
Connecticut,2009,2649.3,2348.4,431.2,300.9,165.5,3,18.7,113.7
Connecticut,2010,2470.8,2188.8,423.6,282,162.3,3.7,16.6,99.4
Connecticut,2011,2428.2,2152.5,431.3,275.7,150.1,3.6,19.2,102.9
Connecticut,2012,2423,2140,409.7,283,150.6,4.1,25.6,102.7
Connecticut,2013,2236.6,1974.1,358.5,262.5,135.4,2.4,26.6,98.2
Connecticut,2014,2157.3,1920.4,332.4,236.9,125,2.4,21.7,87.8
Connecticut,2015,2030.5,1812,280,218.5,113.1,3.3,21.5,80.5
Connecticut,2016,2035.1,1808,280.9,227.1,128,2.2,21.3,75.6
Connecticut,2017,1997.9,1769.9,247.8,228,123.4,2.8,23.3,78.4
Connecticut,2018,1888.4,1681,222.5,207.4,120.2,2.3,23.5,61.4
Connecticut,2019,1610.2,1426.6,180.7,183.6,105,2.9,21.6,54.1
Delaware,1960,2160.4,2076.4,596.2,84,32.3,7.4,9.2,35.2
Delaware,1961,2109.4,2040,591.9,69.4,32.1,4.4,5.9,27.1
Delaware,1962,2237.8,2165.7,600,72.1,28.6,4.3,9.4,29.9
Delaware,1963,2377.3,2288.2,707.1,89.1,37,5,9,38
Delaware,1964,2513.7,2403.5,674.7,110.2,56,4.7,8.1,41.3
Delaware,1965,2408.7,2297.6,647.9,111.1,42.2,5.7,6.5,56.6
Delaware,1966,2619.7,2491.8,762.3,127.9,50.8,9,9.6,58.6
Delaware,1967,2891.6,2710.7,832.1,180.9,95.4,8.6,11.5,65.5
Delaware,1968,3165.5,2924.3,885,241.2,113.7,8.4,14,105.1
Delaware,1969,3501.7,3207.6,877.2,294.1,154.8,8,13.7,117.6
Delaware,1970,4263.1,3935.6,1056.2,327.5,195.8,7.7,18.6,105.5
Delaware,1971,5015.1,4645.9,1390.5,369.2,200.7,6.1,18.3,144.1
Delaware,1972,4523.7,4137.7,1249.4,386,234.9,6.9,14.2,130.1
Delaware,1973,4582.6,4232.6,1219.4,350,238,5.9,15.8,90.3
Delaware,1974,5949.6,5506.5,1517.8,443.1,287.6,10.3,17.3,127.9
Delaware,1975,6668.3,6276.2,1826.3,392.1,209.5,7.3,18.1,157.2
Delaware,1976,6264.4,5942.8,1542.6,321.6,169.1,6.2,17.7,128.7
Delaware,1977,6210.1,5828,1682.6,382.1,194.2,6,24.9,157
Delaware,1978,6353.9,5913.2,1623.7,440.7,268.1,6.7,20.4,145.5
Delaware,1979,6525.8,5988.5,1527.5,537.3,374.4,5.7,27.8,129.4
Delaware,1980,6776.6,6301.8,1630.5,474.8,306.7,6.9,24.2,137
Delaware,1981,6689.3,6180.3,1609.9,509,332.8,6.7,28.4,141.1
Delaware,1982,6384.9,5825.1,1444.9,559.8,401.2,5.3,30.9,122.4
Delaware,1983,5466,5012.9,1223.4,453.1,295.9,4.1,37.8,115.3
Delaware,1984,5006.8,4571.1,1089.4,435.7,266.7,4.1,48.9,116
Delaware,1985,4961.3,4528,1097.4,433.3,256.6,4.8,47.6,124.3
Delaware,1986,4831.6,4404.6,1042.3,427,241.1,4.9,56.9,124.2
Delaware,1987,4938.8,4508.1,1020.5,430.7,234.6,5.1,68.5,122.5
Delaware,1988,4799.1,4347.4,1040.6,451.7,253.3,5.2,74.4,118.8
Delaware,1989,4865.3,4308.8,902.2,556.5,328.1,5.1,84.5,138.8
Delaware,1990,5360.3,4705.1,970.5,655.2,397.3,5,88.1,164.8
Delaware,1991,5869.4,5155.1,1127.6,714.3,407.6,5.4,86.5,214.7
Delaware,1992,4848.5,4227.3,957.6,621.2,379.5,4.6,85.8,151.2
Delaware,1993,4872.2,4186.3,892,685.9,417.1,5,77,186.7
Delaware,1994,4889.5,4245.2,877.9,644.3,400.7,4.7,77.3,161.6
Delaware,1995,5158.8,4433.8,905.3,725,442.5,3.5,80.2,198.7
Delaware,1996,4894.9,4226.6,804.1,668.3,421.5,4.3,62.6,179.9
Delaware,1997,5782.9,4997,877.2,785.9,480.9,3,58.5,243.6
Delaware,1998,5363.2,4600.8,859.5,762.4,498.3,2.8,67.1,194.2
Delaware,1999,4838,4103.6,696,734.4,463,3.2,70.2,198
Delaware,2000,4478,3793.6,665.6,684.4,449.2,3.2,54.1,177.9
Delaware,2001,4050.6,3439.5,645.7,611.1,410.4,2.9,52.7,145.1
Delaware,2002,3946,3346,664.4,600,409.2,3.2,44.4,143.2
Delaware,2003,4090.6,3415.3,741.4,675.3,451.4,2.6,45.2,176.1
Delaware,2004,3898.6,3283.6,683,615,406.8,3.4,43,161.8
Delaware,2005,3751,3118,690.4,633,429.1,4.4,44.8,155.2
Delaware,2006,4177.4,3476.4,742.5,701,437.4,4.9,48.9,209.8
Delaware,2007,4083.9,3378.5,742.4,705.4,457.6,4.5,39.4,203.9
Delaware,2008,4303.3,3594.7,776.9,708.6,448.1,6.5,42.5,211.5
Delaware,2009,3999.2,3353.8,784.4,645.4,406.4,4.6,44.6,189.8
Delaware,2010,4077.2,3453.9,839.1,623.3,377,5.7,36.2,204.4
Delaware,2011,3997.9,3431.5,838.8,566.4,355.8,5.3,33.8,171.6
Delaware,2012,3888.3,3340.9,803.7,547.4,352,6.2,26.5,162.7
Delaware,2013,3556.9,3065.5,662.3,491.4,313.7,4.2,41,132.4
Delaware,2014,3471.1,2982,616.5,489.1,306.4,5.8,41.3,135.6
Delaware,2015,3190,2691,504.6,499,325.7,6.7,36,130.6
Delaware,2016,3274.8,2766,527.6,508.8,327.8,5.9,32.4,142.7
Delaware,2017,2894,2440.6,412.7,453.4,300.5,5.6,34.7,112.5
Delaware,2018,2748,2324.4,326.5,423.6,294.2,5,34.9,89.5
Delaware,2019,2674.8,2252.2,304.8,422.6,304.7,4.9,31.8,81.1
District of Columbia,1960,2712.9,2159.2,600.4,553.7,388.2,10.6,14.5,140.3
District of Columbia,1961,2825.3,2237.4,641.7,587.9,386.8,11.5,13.1,176.4
District of Columbia,1962,2832.7,2226.8,640.6,605.9,383.3,11.6,10.5,200.5
District of Columbia,1963,3206,2612,875.2,594,357.3,11.9,10.9,213.9
District of Columbia,1964,3754.2,3121.5,1102.7,632.7,322.4,16.3,11.9,282.1
District of Columbia,1965,4219.8,3497,1231.1,722.8,328.1,18.4,17.4,358.8
District of Columbia,1966,4942.7,4057.2,1299.3,885.5,393.2,17.5,16.6,458.3
District of Columbia,1967,6660.8,5517.2,1817.3,1143.6,388.5,22,21.3,711.9
District of Columbia,1968,7868.1,6362.5,2218.8,1505.6,383.6,24.1,32.1,1065.8
District of Columbia,1969,10406,8270.9,2869.9,2135.1,452.3,36,97.2,1549.6
District of Columbia,1970,10883.4,8656.6,2873.7,2226.8,540.5,29.2,95.2,1561.9
District of Columbia,1971,9516.3,7345.7,2539.5,2170.6,536,37.1,83,1514.4
District of Columbia,1972,7865.2,6179.8,1711.4,1685.4,521,32.8,95.5,1036.2
District of Columbia,1973,7898.2,6339.8,1581.9,1558.4,481.4,35.9,79.9,961.3
District of Columbia,1974,7557.9,5954.9,1953.8,1603,388.8,38.3,77.6,1098.3
District of Columbia,1975,7703.5,5929.2,1838.5,1774.3,392.7,32.8,72.6,1276.1
District of Columbia,1976,7083.4,5602.1,1690.7,1481.3,378.8,26.8,72.4,1003.4
District of Columbia,1977,7220.4,5793.9,1679.7,1426.5,375.9,27.8,58.3,964.5
District of Columbia,1978,7559.3,6147.6,1854.2,1411.7,377.7,28,66.3,939.6
District of Columbia,1979,8602.1,6993.4,2050.6,1608.7,451.8,27.4,74.5,1054.9
District of Columbia,1980,10022.8,8012.2,2559.7,2010.6,509.4,31.5,69.1,1400.6
District of Columbia,1981,10677.6,8402.8,2646.5,2274.8,539.6,35.1,65.1,1635.1
District of Columbia,1982,10410.7,8287.6,2341.4,2123.1,577.7,30.7,66.7,1448
District of Columbia,1983,9273.8,7358.4,2003.7,1915.4,585.2,29.4,65.2,1235.6
District of Columbia,1984,8591.3,6869.8,1758.3,1721.5,657.6,28.1,58.7,977
District of Columbia,1985,7999.2,6374.4,1598.2,1624.8,712,23.5,53.8,835.5
District of Columbia,1986,8339.3,6834,1727.6,1505.3,667.9,31,52.4,754
District of Columbia,1987,8451.6,6841.3,1807.7,1610.3,817.4,36.2,39.4,717.4
District of Columbia,1988,9914.7,7993.1,1983.9,1921.6,917.7,59.5,26.6,917.7
District of Columbia,1989,10293.4,8151.5,1950.3,2141.9,956.1,71.9,30.8,1083.1
District of Columbia,1990,10774.2,8316,1983,2458.2,1117,77.8,49.9,1213.5
District of Columbia,1991,10768,8314.7,2074.4,2453.3,1121.4,80.6,35.8,1215.6
District of Columbia,1992,11407,8574.2,1820.2,2832.8,1454.7,75.2,36.5,1266.4
District of Columbia,1993,11761.1,8839.3,1995.5,2921.8,1557.6,78.5,56.1,1229.6
District of Columbia,1994,11085.2,8422.6,1760.9,2662.6,1441.8,70,43.7,1107.2
District of Columbia,1995,12173.5,9512.1,1838.4,2661.4,1304.7,65,52.7,1239
District of Columbia,1996,11896.7,9426.9,1809.9,2469.8,1162.1,73.1,47.9,1186.7
District of Columbia,1997,9839.1,7814.9,1316.3,2024.2,1075.2,56.9,41.2,850.9
District of Columbia,1998,8835.5,7117,1216.3,1718.5,943,49.7,36.3,689.5
District of Columbia,1999,8067,6439.3,976.3,1627.7,889.2,46.4,47.8,644.3
District of Columbia,2000,7276.5,5768.6,829.5,1507.9,801,41.8,43.9,621.3
District of Columbia,2001,7742.3,6139.9,862.5,1602.4,871.9,40.3,31.5,658.7
District of Columbia,2002,8046.9,6409,908.4,1637.9,871.8,46.4,46,673.6
District of Columbia,2003,7488.4,5863.5,837.7,1624.9,824.4,44.7,49.1,706.8
District of Columbia,2004,6222.2,4852.8,712,1369.4,715.9,35.7,40.1,577.7
District of Columbia,2005,5870,4490,614.6,1380,682.2,33.5,28.5,635.7
District of Columbia,2006,6162.3,4653.9,659.5,1508.4,789.1,29.1,31.8,658.4
District of Columbia,2007,6331.4,4916.3,667.4,1415.1,626.7,30.8,32.6,725
District of Columbia,2008,6542.3,5104.6,640,1437.7,626.4,31.4,31.4,748.5
District of Columbia,2009,6100.8,4751.9,616.4,1348.9,565.3,24.2,25,734.4
District of Columbia,2010,6088.2,4761.4,699.8,1326.8,559.1,21.8,30.9,715
District of Columbia,2011,5991.3,4790.5,622,1200.8,494,17.4,27.9,661.4
District of Columbia,2012,6104.5,4860.8,556.5,1243.7,554.1,13.9,37.3,638.3
District of Columbia,2013,6108.6,4808.3,513,1300.3,592.5,15.9,61.1,630.8
District of Columbia,2014,6426.9,5182.5,526,1244.4,626.1,15.9,71.6,530.7
District of Columbia,2015,5945.3,4676.2,442,1269.1,614.8,24.1,73.5,556.7
District of Columbia,2016,6008.8,4802.9,346.6,1205.9,596.5,20.4,78.1,510.9
District of Columbia,2017,5288.8,4283.9,260.7,1004.9,546.3,16.7,64,378
District of Columbia,2018,5369.7,4373.8,254.5,995.9,565.3,22.8,64.1,343.8
District of Columbia,2019,5416.1,4367.1,261.1,1049,592.1,23.5,48.9,384.4
Florida,1960,2704.6,2481.2,807.1,223.4,123.7,10.6,8.1,80.9
Florida,1961,2461.1,2243.3,720.5,217.8,129.4,9.1,7.6,71.7
Florida,1962,2537.4,2345.3,743.3,192.1,115.3,7.7,5.8,63.3
Florida,1963,2786,2571,824.6,215,128.7,8.2,7,71.1
Florida,1964,3358.1,3068.2,963.3,289.9,184.1,8.6,10.3,86.9
Florida,1965,3320.2,3020.7,957,299.5,188.6,8.9,13.3,88.6
Florida,1966,3716.3,3378.5,1057.7,337.8,213,10.3,14.7,99.9
Florida,1967,4103.6,3713.3,1220.8,390.3,233.6,10.5,15.2,130.9
Florida,1968,4498.5,4045.4,1327,453.1,263.3,11.9,18.1,159.9
Florida,1969,4742.6,4279.7,1358.3,462.9,267.5,11.3,21.2,162.8
Florida,1970,5317.2,4819,1561.8,498.2,277.2,12.7,22.2,186.1
Florida,1971,5673.1,5125.2,1678.4,547.9,319.7,13.3,24.3,190.6
Florida,1972,5376.8,4822.3,1605.1,554.5,326,12.7,26.4,189.4
Florida,1973,5960.3,5355.7,1857.2,604.6,335,15.4,31.9,222.3
Florida,1974,7387.3,6709.7,2287.3,677.6,351.8,14.7,36,275.2
Florida,1975,7721.2,7032.7,2349.6,688.5,399.6,13.5,35.7,239.7
Florida,1976,7016.7,6368.4,1954.7,648.3,415,10.7,36.3,186.4
Florida,1977,6738.6,6051.8,1859.9,686.8,449.1,10.2,39.6,187.9
Florida,1978,7069.5,6303.9,1978.8,765.6,502.5,11,46.1,206
Florida,1979,7688.1,6854.2,2154.4,833.9,520.6,12.2,51.6,249.4
Florida,1980,8401.9,7418.4,2506.8,983.5,556.6,14.5,56.9,355.5
Florida,1981,8032.5,7067.4,2375.9,965.1,545,15,56.1,348.9
Florida,1982,7465.2,6568.4,2034.7,896.8,532,13.5,53.6,297.6
Florida,1983,6781.1,5954.4,1796.8,826.7,503.7,11.2,48.4,263.4
Florida,1984,6821.3,5953.3,1808,868,529.6,11.5,50.7,276.2
Florida,1985,7574.2,6633.1,2009.5,941.1,564.5,11.4,52.8,312.4
Florida,1986,8228.4,7191.9,2221.3,1036.5,605.3,11.7,52.7,366.8
Florida,1987,8503.1,7478.7,2256.9,1024.4,606.3,11.4,50.2,356.6
Florida,1988,8937.6,7819.9,2294.3,1117.7,653.3,11.4,49.7,403.3
Florida,1989,8804.5,7695.1,2282.8,1109.4,644.6,11.1,49.7,404
Florida,1990,8810.8,7566.5,2170.6,1244.3,764.4,10.7,52.4,416.8
Florida,1991,8547.2,7362.9,2005.8,1184.3,723.4,9.4,51.7,399.8
Florida,1992,8358.2,7151,1888.8,1207.2,777.2,9,54.2,366.9
Florida,1993,8351,7145,1835.4,1206,785.7,8.9,53.8,357.6
Florida,1994,8250,7103.2,1701,1146.8,757.4,8.3,52.3,328.8
Florida,1995,7701.6,6630.6,1522.4,1071,715.1,7.3,48.6,299.9
Florida,1996,7497.3,6446.3,1521.2,1051,702.2,7.5,52.1,289.2
Florida,1997,7271.8,6248.2,1459.8,1023.6,688.7,6.9,51.9,276.1
Florida,1998,6886.1,5947.4,1361.7,938.7,639.9,6.5,49.6,242.7
Florida,1999,6205.5,5351.5,1200.3,854,590.5,5.7,46.3,211.6
Florida,2000,5694.7,4882.7,1081.8,812,563.2,5.6,44.2,199
Florida,2001,5577.5,4779.2,1075.2,798.3,551.7,5.3,40.6,200.7
Florida,2002,5427.6,4656.4,1061.9,771.2,530.1,5.5,40.5,195.2
Florida,2003,5188.4,4457.3,1003.8,731.1,500.6,5.4,39.6,185.4
Florida,2004,4894.3,4182.5,956.7,711.8,495.8,5.4,38,172.5
Florida,2005,4722,4013,927.4,709,497.2,5,37.1,169.6
Florida,2006,4702.6,3986.2,944.6,716.4,485.6,6.2,35.8,188.8
Florida,2007,4811.4,4088.8,996.3,722.6,473.2,6.6,33.7,209.1
Florida,2008,4829.4,4140.5,1028.3,688.9,452,6.4,32.6,197.9
Florida,2009,4453.3,3840.8,981.1,612.5,410.6,5.5,29.7,166.7
Florida,2010,4092.7,3551.4,897.7,541.3,369,5.2,28.5,138.5
Florida,2011,4032,3517.4,891.8,514.6,347.5,5.2,27.6,134.3
Florida,2012,3763.8,3276.7,794.9,487.1,330.9,5.2,27.2,123.7
Florida,2013,3575.7,3105.3,710.5,470.4,312.3,5,34.6,118.7
Florida,2014,3956,3415.5,719.9,540.5,366.4,5.8,43,125.2
Florida,2015,3275.1,2813.2,539,461.9,315.2,5.1,37.3,104.3
Florida,2016,3117.1,2686.8,486.7,430.3,290.2,5.4,36.9,97.9
Florida,2017,2920.4,2512.4,423.4,408,276.5,5,37.8,88.6
Florida,2018,2666.7,2281.8,337.7,384.9,260.8,5.2,39.6,79.3
Florida,2019,2524.1,2145.7,295.2,378.4,258.3,5.2,39.4,75.5
Georgia,1960,1407.9,1249.1,392.1,158.8,114.8,11.9,7.5,24.7
Georgia,1961,1497.7,1340.5,437.4,157.2,109.4,10,9.5,28.3
Georgia,1962,1545.3,1394.1,460.3,151.2,98.5,10.3,10.7,31.7
Georgia,1963,1687.4,1517.9,468.6,169.5,116.5,9.4,9.6,34.1
Georgia,1964,1837.3,1644.4,528.8,192.9,135.3,11.7,12.3,33.7
Georgia,1965,1764.3,1562.9,487.4,201.4,147,11.3,13.4,29.8
Georgia,1966,1879.8,1676.5,551.2,203.3,142.6,11.3,14.6,34.9
Georgia,1967,1954.2,1764.9,591.4,189.3,128.5,11.1,12.4,37.3
Georgia,1968,2156.1,1940.3,660.8,215.8,141,13.9,13.5,47.5
Georgia,1969,2399.5,2157.4,701.5,242.1,150.7,11.9,17.1,62.4
Georgia,1970,2881.6,2577.1,899.9,304.5,177.3,15.3,16.1,95.8
Georgia,1971,3047.9,2707,1050.7,340.9,199.2,16,21.5,104.2
Georgia,1972,3051.8,2674.2,1081.7,377.6,204,18.5,20.8,134.3
Georgia,1973,3430.3,3017.9,1268.8,412.4,211.1,17.4,25.8,158.1
Georgia,1974,3912.4,3470.2,1462.4,442.2,220.8,17.8,27.1,176.5
Georgia,1975,4626,4167,1580.7,459,252.6,14.4,25.4,166.5
Georgia,1976,4809.5,4386.4,1448.4,423.1,241.9,13.9,24.9,142.4
Georgia,1977,4259,3819.2,1351.1,439.8,256.5,11.7,31.1,140.5
Georgia,1978,4771.3,4288.5,1475.6,482.8,264.2,14.4,37.9,166.3
Georgia,1979,5416.9,4858.2,1594,558.7,284.5,17.1,43.3,213.7
Georgia,1980,5603.6,5048.3,1699.2,555.3,299.7,13.8,44.3,197.6
Georgia,1981,5628.6,5080.4,1672.1,548.2,292.1,17.2,42.4,196.4
Georgia,1982,5214.8,4736.6,1497.9,478.2,271.2,12.6,39.8,154.6
Georgia,1983,4505.2,4048.5,1266.8,456.7,268.8,8.4,35.3,144.2
Georgia,1984,4498.1,4019.5,1204.6,478.6,284.7,9.4,40.4,144.1
Georgia,1985,5110.1,4602.9,1356.6,507.2,289.4,10.4,43.3,164.2
Georgia,1986,5455.4,4867.8,1453.1,587.6,318.6,11.2,43.9,213.9
Georgia,1987,5792,5215.5,1552.1,576.5,312.4,11.8,43.1,209.2
Georgia,1988,6326.5,5661.2,1610.8,665.3,363.7,11.7,46.4,243.6
Georgia,1989,7073.1,6337.3,1712.5,735.8,403,12.7,48.9,271.1
Georgia,1990,6763.6,6007.3,1619.4,756.3,427.4,11.8,53.6,263.5
Georgia,1991,6493.4,5755.2,1514.7,738.2,415,12.8,42.3,268.2
Georgia,1992,6405.5,5672.3,1442.8,733.2,427.1,11,45.3,249.8
Georgia,1993,6192.9,5469.8,1307.3,723.1,428.3,11.4,35.4,248
Georgia,1994,6010.4,5342.7,1153.9,667.7,400.4,10,34.7,222.6
Georgia,1995,6003.6,5346.5,1059.9,657.1,407.1,9.5,35.3,205.2
Georgia,1996,6309.7,5671,1114.8,638.7,392.8,8.6,32.1,205.4
Georgia,1997,5791.7,5185.1,1086.3,606.6,361.3,7.5,31.1,206.7
Georgia,1998,5463,4890.3,990.8,572.7,347,8.1,30.4,187.2
Georgia,1999,5148.3,4614.4,917.1,533.9,330.3,7.5,29.8,166.4
Georgia,2000,4751.1,4246.4,836.6,504.7,310.9,8,24,161.9
Georgia,2001,4634.2,4138.5,854.2,495.7,291.4,7.1,25.9,171.3
Georgia,2002,4515.8,4056.2,865.3,459.6,270.7,7.1,24.7,157.2
Georgia,2003,4714.2,4259.7,910.5,454.5,259.3,7.6,25.7,161.9
Georgia,2004,4674.5,4223.5,930.6,451,264.2,6.9,26.8,153.1
Georgia,2005,4591,4145,924.9,446,262.5,6.2,23.5,153.7
Georgia,2006,4351.4,3873.5,909.2,477.9,282.7,6.5,23.2,165.6
Georgia,2007,4381.1,3889.6,946,491.5,279.8,7.5,23,181.2
Georgia,2008,4493.9,4005,1038.3,488.9,274.3,6.6,24.1,183.9
Georgia,2009,4100.6,3672.6,1003.2,428,249.8,5.8,23.6,148.9
Georgia,2010,4041.5,3639.2,998.2,402.3,247.5,5.7,21.7,127.4
Georgia,2011,4015.2,3640.6,978.5,374.6,223,5.6,21.1,125
Georgia,2012,3789.5,3410.6,874.9,378.9,226,5.9,21.4,125.6
Georgia,2013,3712.3,3346.6,823.2,365.7,209.3,5.6,25.8,125
Georgia,2014,3658.5,3281.2,756.9,377.3,218.4,5.7,30.2,123
Georgia,2015,3400.6,3022.3,649.8,378.3,220.8,6,31.6,119.9
Georgia,2016,3402.1,3004.5,614.4,397.6,238.5,6.6,34,118.4
Georgia,2017,3217.4,2860.2,530.9,357.2,228.1,6.7,26.1,96.3
Georgia,2018,2900.3,2573.7,431.3,326.6,216.6,6.1,25.2,78.7
Georgia,2019,2716.5,2375.8,372.1,340.7,232,6.2,27.5,75
Hawaii,1960,2298.3,2276.5,525.9,21.8,5.2,2.4,3.3,10.9
Hawaii,1961,2522.2,2497.7,595,24.5,7.8,2.3,3.8,10.7
Hawaii,1962,2546.4,2509.5,647.2,36.9,14.3,2.9,2.5,17.3
Hawaii,1963,2542.5,2511.5,712.4,31,15.1,1.7,2.6,11.5
Hawaii,1964,2790.1,2708.1,838.8,82,63.8,2.1,2.6,13.6
Hawaii,1965,3252.4,3183.3,980.9,69.1,46.3,3.2,0.8,18.7
Hawaii,1966,3503.2,3419.9,1129.7,83.3,53.9,2.9,4.9,21.6
Hawaii,1967,3719.4,3639.4,1152.4,80,52.8,2.4,5,19.8
Hawaii,1968,4438.3,4353.2,1363.8,85.1,52.4,2.8,7.2,22.6
Hawaii,1969,4532.8,4446.7,1304.8,86.1,35,3.4,12.2,35.5
Hawaii,1970,5265.1,5143.3,1456.1,121.8,43.1,3.6,11.8,63.3
Hawaii,1971,5458.8,5226.9,1437.1,231.9,116.1,5.3,17.5,93
Hawaii,1972,4612.5,4457,1335.6,155.5,72.1,6.8,21.3,55.4
Hawaii,1973,4958.7,4803.1,1535.5,155.6,46.5,5.3,20.2,83.7
Hawaii,1974,6071.6,5863.6,1784.8,208,52.1,8.3,26.1,121.6
Hawaii,1975,6026.6,5808.2,1826.8,218.4,58.3,7.7,24.7,127.6
Hawaii,1976,6322,6092.7,1881.6,229.3,66.5,6.2,23.6,133
Hawaii,1977,6546.1,6321.3,1911.5,224.8,64.1,7.2,25.5,128
Hawaii,1978,7136.1,6866,1937.7,270.1,64,6.7,25.9,173.6
Hawaii,1979,7247.5,6957.8,1807.4,289.7,65.7,7.2,32.3,184.5
